Date,Brk,Hour,Weight,Anchor Offset,Water Height,Harness,Horizontal Distance,Additional Factors,JM,JA,Cord Serial Number
,,,174,23,-3,AF ,0,,,,66114828
,B,15,183,22,-3,AF ,0,,ZG,MAS,66114828
,B,16,197,16,-1,AF ,4,,,,66114828
,,16,201,10,D0,AF ,0,,,,66114828
,B,16,208,14,-2,AF ,2,FLOP,,,66114828
,B,,175,24,-1,AF ,2,,,,66114828
,B,,169,21,,BF,,,,,66114828
7/12/2025,F,9,172,25,2,AF ,0,,JC,RD,66114828
,,9,170,15,,AF ,0,,,,66114828
,B,9,170,24,D0,AB,0,DEADMAN,,,66114828
,,10,204,11,D0,AF ,4,,,,66114828
,,10,176,20,-4,BF,0,,,,66114828
,,10,162,33,-4,BF,0,,,,66114828
,B,11,195,6,,AF ,0,,,,66114828
,,11,198,11,1,AF ,1,,,,66114828
,,11,190,16,D0,AF ,3,,,,66114828
,,11,188,17,-3,AF ,0,,,,66114828
,,11,172,21,3,BF,0,,,,66114828
,,11,210,7,2,AF ,0,,,,66114828
,,11,217,7,D0,AF ,2,,,,66114828
,,,212,10,-3,AF ,1,,,,66114828
,,18,201,13,-5,AB,0,,MS,MAS,66114828
,,18,196,18,-5,AF ,2,CHARLIE,,,66114828
,,18,197,15,-4,AF ,0,,,,66114828
,,18,187,19,-5,AF ,1,,,,66114828
,,18,188,15,1,AF ,1,,,,66114828
,B,,210,18,,BF,,,,,66114828
7/13/2025,F,10,204,14,W0,AF ,0,,MS,NB,66114828
,,10,194,14,1,AF ,0,,,,66114828
,,10,191,17,-2,AF ,0,,,,66114828
,,10,181,21,-3,AF ,3,,,,66114828
,B,11,193,20,-3,AF ,1,,,,66114828
,,11,188,17,-2,AF ,1,,,,66114828
,,11,184,19,-3,AF ,0,,,,66114828
,,12,183,19,-1,AB,2,,,,66114828
,,12,180,20,-1,AF ,0,,,,66114828
,,12,178,6,,AF ,,,,,66114828
,,12,177,23,-4,AF ,0,,,,66114828
,B,13,193,20,-3,AF ,4,,MS,RD,66114828
,,13,192,15,-1,AF ,3,,,,66114828
,,13,176,12,,BF,,,,,66114828
,,13,170,23,-2,AF ,0,,,,66114828
,B,,208,14,-5,AB,0,,ZG,MAS,66114828
,,17,207,8,1,AF ,1,,,,66114828
,,17,182,12,,BB,,,,,66114828
7/14/2025,CORD INSPECTION,,,,,,,,,,66114828
,F,14,195,6,,AF ,,,,,66114828
,B,15,187,24,-1,BB,2,GAINER,,,66114828
,,15,190,16,-3,AF ,0,,,,66114828
,,15,186,17,1,AF ,2,FLOP,ZG,EB,66114828
,,15,169,23,-1,AF ,0,,,,66114828
,B,16,166,29,-4,AB,0,,,,66114828
,,16,194,15,-3,AF ,0,,,,66114828
,,16,183,18,-1,AF ,0,,,,66114828
,B,17,177,24,-2,AF ,0,,,,66114828
7/15/2025,F,14,215,15,-1,BF,0,,ZG,JA,66114828
,,14,196,14,1,AF ,3,,,,66114828
,,14,195,6,,AF ,,,,,66114828
,,14,179,20,-2,AF ,0,,,,66114828
,,14,171,23,-1,AF ,2,,,,66114828
,,14,168,24,D0,AF ,0,,,,66114828
,,,163,26,W0,AF ,0,,,,66114828
,B,15,207,12,-1,AF ,P0,,,,66114828
,,15,197,12,1,AF ,0,,,,66114828
,,15,192,15,W0,AF ,0,,,,66114828
,,16,165,26,-3,AF ,0,,,,66114828
,B,,172,12,,AF ,,,,,66114828
,,,167,25,-3,AF ,0,,,,66114828
,B,,200,15,-2,AF ,0,,,,66114828
7/16/2025,F,14,196,18,-1,AF ,0,,TZ,EB,66114828
,,14,192,17,W0,AF ,3,,,,66114828
,,14,177,22,-2,AF ,1,,,,66114828
,B,15,186,22,-1,AF ,0,,TZ,MAS,66114828
,B,16,199,6,,BF,,,,,66114828
,,16,186,19,-2,AF ,0,FALL,,,66114828
,,16,186,19,1,AF ,2,,,,66114828
,,16,178,22,-2,AF ,0,,,,66114828
7/17/2025,F,14,165,30,D0,AF ,0,,MAS,ZG,66114828
,,,204,10,S0,AF ,1,,,,66114828
,,,198,14,,,,,,,66114828
,,,173,23,,AF ,,,MAS,Z?,66114828
,B,16,202,17,-5,AF ,0,,M,Z,66114828
,,16,180,21,-4,AF ,0,,,,66114828
,,16,170,12,,AF ,,,,,66114828
,B,16,187,6,,AF ,,,,,66114828
7/18/2025,F,13,184,6,,AF ,,,ZG,RD,66114828
,,,184,11,W0,AF ,0,,,,66114828
,B,,178,23,3,AF ,3,,,,66114828
,,,170,23,3,AF ,1,,,,66114828
,B,16,191,21,-4,AF ,0,,,,66114828
,,16,188,18,-3,AF ,1,,,,66114828
,,16,174,21,1,AF ,0,,,,66114828
,B,16,168,21,,BF,,FRONTFLIP,,,66114828
,,,174,21,D0,AF ,0,SPIN,,,66114828
,,,166,25,W0,AF ,0,,,,66114828
,,,164,26,1,AF ,1,,,,66114828
,,,163,28,-3,AF ,0,,,,66114828
,,,161,29,-3,AB,0,,,,66114828
,B,19,202,13,-3,AF ,0,,ZG,MAS,66114828
,,19,207,9,2,AF ,2,,,,66114828
,,19,188,17,-2,AF ,2,,,,66114828
,,19,176,21,-2,AF ,1,,,,66114828
,,19,173,11,D0,AF ,1,,,,66114828
,,,167,26,-5,AF ,0,,,,66114828
,,,188,24,-1,BF,2,FLIPS,,,66114828
7/19/2025,F,7,204,17,2,BF,2,,MAS,ZG,66114828
,B,7,186,21,-3,AF ,1,,,,66114828
,B,9,206,6,,AF ,,,TZ,MAS,66114828
,,9,169,25,-1,AF ,4,,,,66114828
,,9,189,15,W0,AF ,2,,,,66114828
,B,9,210,6,,AF ,,,,,66114828
,,9,169,26,-5,AB,3,,,,66114828
,,9,210,7,1,AF ,0,,,,66114828
,,9,189,16,-2,AF ,3,,,,66114828
,,9,207,11,-4,AF ,4,,,,66114828
,,10,184,18,-1,AF ,3,,,,66114828
,,10,170,24,-3,,0,,,,66114828
,B,10,208,15,-3,AF ,0,,TL,RD,66114828
,B,11,202,14,-4,AF ,0,,,,66114828
,,11,188,16,-3,AB,0,,,,66114828
,,11,183,16,1,AF ,3,,,,66114828
,,11,182,19,-2,AF ,2,,,,66114828
,,11,200,11,-1,AF ,0,,,,66114828
,,11,181,20,-1,AF ,0,,,,66114828
,B,13,200,16,-3,AF ,3,,MS,EB,66114828
,B,14,210,14,-3,AF ,2,,MS,EB,66114828
,,14,196,14,-1,AF ,0,,,,66114828
,B,15,207,12,D0,AF ,0,,,,66114828
,,15,194,15,D0,AF ,0,,,,66114828
,,16,168,24,W0,AF ,0,,,,66114828
,B,17,199,19,-4,AF ,0,,MS,NB,66114828
,,17,190,16,W0,AF ,0,,,,66114828
,,17,193,18,-4,AF ,0,,,,66114828
,,17,187,18,W0,AF ,0,,,,66114828
,B,18,195,20,-4,AF ,0,,MS,VB,66114828
,B,20,172,30,-3,AF ,3,,,,66114828
,,20,189,20,-6,AF ,0,,,,66114828
,,20,188,6,,AF ,,,,,66114828
,,20,178,6,,AF ,,,,,66114828
,,20,170,6,,BF,,,,,66114828
7/20/2025,F,10,188,22,-5,AF ,0,,ZG,MAS,66114828
,,,179,20,-3,AF ,0,,,,66114828
,,,187,17,-2,AB,0,FLOP,,,66114828
,,,177,20,-3,AF ,,,ZG,RD,66114828
,,,160,26,-2,AF ,0,,,,66114828
,B,12,204,16,-5,AF ,0,,,,66114828
,,13,196,13,-2,AD,0,,,,66114828
,,13,176,20,1,AF ,0,,,,66114828
,,13,169,22,1,AF ,0,,,,66114828
,B,14,193,20,-3,AF ,5,,,,66114828
,,,185,18,,AF,,,,,66114828
,B,15,1480,25,2,BF,,FLIPS,MS,EB,66114828
,,15,175,24,-2,AF ,0,,,,66114828
,,15,175,25,-4,AF ,1,,,,66114828
,,15,170,26,-3,AF ,3,CHARLIE,,,66114828
,B,16,201,15,W0,AF ,0,FLOP SPIN CLIFFHANGER,,,66114828
,,16,177,23,-2,AF ,2,,MS,ND,66114828
,B,17,220,10,-1,AF ,2,,,,66114828
,,17,210,11,-2,AF ,1,,,,66114828
,,17,178,22,-4,AF ,0,,,,66114828
,,18,182,17,,AB,,,,,66114828
,,18,170,12,,AF ,,,,,66114828
7/21/2025,F,14,181,18,1,AF ,0,,ZG,VB,66114828
,,14,186,17,W0,AF ,0,,,,66114828
,,14,180,20,1,AF ,0,,,,66114828
,,14,170,23,-1,AF ,0,,,,66114828
,,14,166,25,-3,AF ,0,,,,66114828
,,14,162,26,D0,AF ,0,FLOP,,,66114828
,B,15,202,15,-4,AF ,0,,ZG,EB,66114828
,,15,208,4,2,AF ,0,,,,66114828
,,15,182,9,,BF,,,,,66114828
,,15,183,11,-1,AF ,2,SPIN,,,66114828
,,15,184,19,-4,AF ,2,,,,66114828
,,16,184,16,4,AF ,3,,,,66114828
,,16,168,24,-2,AF ,0,,,,66114828
,,16,174,23,-3,AF ,1,,,,66114828
,,16,165,25,3,AF ,5,,,,66114828
,,16,162,12,,AF ,,,,,66114828
,B,16,208,6,1,AF ,0,,,,66114828
,B,17,203,6,,BF,,,,,66114828
,,17,190,6,,AF ,,,,,66114828
,,17,187,17,-3,AF ,0,,,,66114828
,,17,168,9,,AF,,,,,66114828
7/22/2025,F,13,195,17,0,AF,2,,ZG,MAS,66114828
,,13,193,6,,AF,,,,,66114828
,,13,188,17,-2,AF,2,,,,66114828
,,13,184,18,-1,AF,0,,,,66114828
,,13,178,24,-1,AF,2,,,,66114828
,B,15,177,24,-1,AF,0,,,,66114828
,,15,170,22,-1,AF,0,FLOP,,,66114828
,B,16,195,18,-4,AF,0,,ZG,TA,66114828
,,16,194,13,1,,3,,,,66114828
,,16,183,19,,AF,,,,,66114828
,,16,175,12,,AF,,,,,66114828
,,16,166,,,,,,,,66114828
,B,17,207,11,W0,AF,0,,,,66114828
,,17,181,19,-4,AB,0,,,,66114828
,,17,200,11,-1,,1,,,,66114828
,,17,197,12,1,AF,2,,,,66114828
,,17,193,14,-1,AF,2,,,,66114828
,,17,187,6,,AF,,,,,66114828
7/23/2025,F,11,175,12,,,,,MS,,66114828
,,11,197,13,D0,AF,0,BIGFLOP,MS,,66114828
,,11,195,14,-1,AF,1,,,,66114828
,,11,189,17,-2,AF,2,,,,66114828
,,11,205,13,-3,AF,0,SMALLFLOP,,,66114828
,,11,168,15,5,AF,2,,,,66114828
,,11,176,21,-2,AF,1,,,,66114828
,,11,175,21,W0,AF,2,,,,66114828
,B,11,194,18,-3,AF,2,,,,66114828
,,11,211,8,D0,AF,,,,,66114828
,B,11,216,6,,AF,,,,,66114828
,,11,194,6,,AF,,,JC,,66114828
,,11,193,6,,AF,,,,,66114828
,,11,180,12,,AF,,,,,66114828
,B,11,214,12,-2,AF,,,JC,,66114828
,,11,208,10,-2,BF,1,,,,66114828
,,12,199,12,,AF,0,,MS,,66114828
,,12,196,13,D0,BF,,,,,66114828
,,12,184,19,W0,AF,0,,,,66114828
,,12,184,21,-5,AF,2,,,,66114828
,,12,181,21,-3,AF,0,,MS,,66114828
,,12,179,22,,AF,2,,,,66114828
,,12,175,12,,AF,,DEADMAN,,,66114828
,,12,172,12,,AF,,,,,66114828
,,13,201,17,-1,AF,3,,,,66114828
,,13,189,17,-4,AF,2,PUSHDOWN,,,66114828
,,13,188,17,-2,AF,1,,,,66114828
,B,13,190,20,-4,AF,0,SMALLFLOP,MAS,,66114828
,,13,171,19,D0,AF,0,,,,66114828
,,13,207,8,2,AF,1,SMALLFLOP,,,66114828
,,13,184,18,-3,AF,0,,,,66114828
,,13,167,23,-2,AF,1,,ZG,,66114828
,B,15,206,12,W0,AF,3,,ZG,,66114828
,,15,181,18,W0,AF,1,,,,66114828
,B,16,212,10,-3,AF,0,,,,66114828
,,16,200,10,D0,AF,4,,,,66114828
7/24/2025,F,12,218,8,2,AF,0,,TL,,66114828
,,12,213,7,W0,AF,4,,,,66114828
,B,12,196,18,-2,AF,3,,TL,,66114828
,,12,191,6,,AF,,,,,66114828
,,13,171,21,D0,AF,2,,,,66114828
,B,13,184,22,-2,AF,1,,,,66114828
,,13,204,10,-3,AF,2,,,,66114828
,,14,169,24,-1,BF,1,,,,66114828
,,14,152,31,-3,BF,1,,,,66114828
,B,14,206,19,-4,AF,1,,,,66114828
,,14,186,16,-3,AF,,FALL,,,66114828
,,14,173,17,D0,AF,0,,,,66114828
,,15,177,22,-1,AF,2,,TL,,66114828
,B/2,15,203,11,W0,AF,0,,,,66114828
,,15,172,22,D0,AF,0,,,,66114828
,,15,187,17,D0,AF,1,,,,66114828
7/25/2025,F,13,200,15,,,,,,,66114828
,,13,187,12,,AF,,,,,66114828
,,13,170,25,-2,AF,0,,,,66114828
,,15,204,6,4,AF,0,,,,66114828
,,15,196,11,2,AF,0,,,,66114828
,,15,192,14,3,AF,3,,,,66114828
,,17,190,18,1,AF,0,,,,66114828
,,17,174,24,-2,AF,0,,,,66114828
,,18,172,25,-2,AF,0,,,,66114828
,,18,170,266,-2,AF,0,,,,66114828
7/26/2025,F,9,193,25,-2,AF,0,,,,66114828
,,9,195,15,-3,AF,0,,,,66114828
,,9,195,15,-2,AF,3,,,,66114828
,,9,177,18,2,AF,5,,,,66114828
,,13,185,20,-3,AF,3,,MS,,66114828
,,13,186,18,-4,AF,0,STRAIGHT DOWN,,,66114828
,,13,182,18,W0,AF,2,,,,66114828
,B,14,209,17,-6,AF,0,,,,66114828
,B,15,204,15,-3,AF,0,,MS,,66114828
,,15,190,12,-3,AF,0,,,,66114828
,,15,172,15,,BF,,,,,66114828
,,16,167,20,-1,AF,0,,,,66114828
,B,17,191,19,W0,AF,0,,,,66114828
,,17,184,21,-3,AF,2,,,,66114828
,,17,192,17,-3,AF,0,,MS,,66114828
,,17,190,19,-4,AF,0,,,,66114828
,,17,184,21,-4,AF,0,,,,66114828
,,17,182,21,-1,AF,0,,,,66114828
,,17,180,22,-4,AF,0,,,,66114828
,,17,176,23,-3,AF,0,,,,66114828
,B,18,192,21,-1,BF,,,,,66114828
,B/2,18,209,11,-1,AF,0,,,,66114828
7/27/2025,F,10,202,16,-3,AF,2,CHARLIE,ZG,,66114828
,,10,172,12,,AF,,,,,66114828
,B,10,201,16,-4,AF,0,,,,66114828
,B,11,200,14,-4,AF,0,,,,66114828
,,11,200,6,,AF,,,,,66114828
,,11,196,4,2,AF,,,,,66114828
,,11,195,12,1,AF,0,FLOP,,,66114828
,,11,192,14,-1,AF,,,,,66114828
,,11,182,18,1,AF,0,FLOP SPINS,,,66114828
,,11,177,21,1,AF,4,,,,66114828
,,11,168,25,-3,AF,0,,,,66114828
,B,13,202,12,1,AF,1,,ZG,,66114828
,,13,200,6,-1,AF,,,,,66114828
,,13,197,12,1,AF,3,,ZG,,66114828
,,13,196,12,W0,AF,0,,,,66114828
,,13,183,12,,AF,,,,,66114828
,,13,184,18,-4,AF,0,,,,66114828
,,13,182,18,-1,AF,2,,,,66114828
,,14,182,18,1,AF,1,,,,66114828
,,14,178,12,,AF,,,,,66114828
,,14,178,20,W0,AF,0,,,,66114828
,B,15,196,,,AF,1,FLOP,,,66114828
,B/2,16,186,18,1,AF,3,CHARLIE,,,66114828
,,16,185,19,-3,AF,,,,,66114828
,,16,171,12,,AF,0,,,,66114828
,,16,207,8,D0,AF,,,,,66114828
,,16,186,6,,AF,0,,,,66114828
,,16,184,11,5,AF,0,,,,66114828
,B,16,212,10,-3,AF,0,,,,66114828
,B,17,198,23,-4,AF,0,,MS,,66114828
,,17,193,14,,AF,0,,,,66114828
,,17,186,6,1,AF,0,,,,66114828
,,17,179,22,-4,AF,0,,,,66114828
,,17,175,22,-3,AF,0,,,,66114828
,,17,169,25,-2,AF,0,,,,66114828
,,17,208,9,-2,AF,0,,,,66114828
,,17,202,6,3,AF,0,,,,66114828
,,17,191,6,,AF,,FRONTFLIPS,,,66114828
,,18,178,21,-3,AF,0,,,,66114828
,,18,168,12,,AF,,,,,66114828
,B,19,189,20,,AF,,,,,66114828
7/28/2025,F,13,210,10,1,AF,2,,MS,,66114828
,B,13,198,12,W0,AF,0,,,,66114828
,,13,176,21,-1,AF,0,,,,66114828
,,13,173,23,-2,AF,0,,,,66114828
,,13,171,24,-1,AF,2,,,,66114828
,B,14,191,19,-5,AF,1,,MS,,66114828
,,14,183,17,W0,AF,3,,,,66114828
,,14,174,23,-3,AF,0,,,,66114828
,,14,172,23,-1,AF,0,,,,66114828
,B,16,191,14,3,AF,2,,,,66114828
,,16,176,22,D0,AF,2,,,,66114828
,,16,166,18,,AF,,,,,66114828
,,16,198,13,-3,AF,0,,,,66114828
,,16,169,18,,AF,,,,,66114828
,B,18,167,33,1,AF,,,,,66114828
,B,19,210,12,-3,AF,0,,MS,,66114828
,,19,210,18,1,AF,1,,,,66114828
,,19,170,33,-6,AF,1,FLOP,,,66114828
,,19,174,23,-1,AF,1,CHARLIE,,,66114828
,,19,171,25,D0,AF,2,,,,66114828
7/29/2025,F,12,182,24,,AF,,,MS,,66114828
,,12,166,26,-3,AF,,,,,66114828
,B,13,204,6,,AF,,,,,66114828
,,13,201,12,1,AF,5,,,,66114828
,,13,200,11,-3,AF,0,STRAIGHTDOWN,,,66114828
,,13,193,13,W0,AF,0,,,,66114828
,,13,205,9,1,AF,2,,,,66114828
,,13,191,15,D0,AF,2,,,,66114828
,,13,181,19,-4,AF,0,STRAIGHTDOWN,,,66114828
,,13,166,25,-4,AF,1,,,,66114828
,B,15,188,6,,AF,,,ZG,,66114828
,,15,180,18,W0,AF,1,,,,66114828
,,15,175,21,-2,AF,0,,,,66114828
,,15,171,6,,AF,,,,,66114828
,B,17,215,9,W0,AF,2,,,,66114828
,,17,201,6,5,BF,0,BACKFLIPS,,,66114828
,,17,201,11,W0,BF,0,,,,66114828
,,17,181,19,-3,AF,1,SPINS,,,66114828
,,17,180,18,W0,AF,0,,,,66114828
,,17,178,24,D0,BF,,,,,66114828
,,17,170,,,AF,,,,,66114828
7/30/2025,F,12,194,18,D0,AF,2,,ZG,,66114828
,,12,171,22,W0,AF,0,,,,66114828
,B,12,218,8,W0,AF,0,,,,66114828
,,13,196,14,-2,AF,1,,,,66114828
,,13,196,14,-1,AF,1,,,,66114828
,B,13,216,9,-2,AF,1,,ZG,,66114828
,,13,208,8,-2,AF,2,,,,66114828
,,13,200,6,5,AF,,,,,66114828
,,14,189,18,-4,AF,1,,ZG,,66114828
,,14,187,17,-1,AF,3,,,,66114828
,,14,186,17,D0,,0,FLOP SPINS,,,66114828
,B,15,205,12,2,AF,3,,,,66114828
,,15,174,21,-1,AF,0,,,,66114828
,B,16,187,21,-5,AF,0,STRAIGHTDOWN,ZG,,66114828
,,16,181,19,-3,AF,0,,,,66114828
,,16,192,15,D0,AF,3,,,,66114828
,B,17,194,19,-4,AF,5,,ZG,,66114828
,,17,187,17,D0,,5,,,,66114828
,,17,185,17,1,,4,,,,66114828
,,17,181,18,D0,,3,SPINS,,,66114828
7/31/2025,F,13,207,6,4,AF,,,JC,,66114828
,,13,198,6,,AF,,,,,66114828
,,13,186,6,,AF,,,,,66114828
,,13,182,18,1,AF,3,,,,66114828
,,13,178,20,D0,AF,0,,,,66114828
,B,14,217,5,2,BF,0,,JC,,66114828
,,14,190,6,,AF,,,,,66114828
,,14,188,6,,BF,,,,,66114828
,,14,188,18,W0,AF,,,JC,,66114828
,,14,176,6,,AF,,,,,66114828
,,14,171,6,,AF,,,,,66114828
,,14,172,22,1,AF,,,,,66114828
,B,16,199,7,W0,BF,,,,,66114828
,,16,199,14,-2,AF,,,,,66114828
,,16,192,22,-2,BF,,,,,66114828
,,16,182,20,D0,AF,2,,JC,,66114828
,,16,182,20,W0,AF,0,FLOP,,,66114828
,,16,179,6,,AF,,FLOP CLIFFHANGER,,,66114828
,B,18,190,21,-1,AF,4,,JC,,66114828
8/1/2025,F,11,192,18,1,AF,0,FLOP CLIFFHANGER,ZG,,66114828
,,11,189,16,-1,AF,0,,,,66114828
,,11,172,,,AF,,,,,66114828
,B,12,177,24,-4,AF,0,,,,66114828
,,12,176,18,4,AF,0,,,,66114828
,B,13,215,9,D0,AF,0,,ZG,,66114828
,,13,189,16,1,AF,2,,,,66114828
,,13,180,20,-3,AF,1,,ZG,,66114828
,,13,179,20,D0,AF,0,FLOP,,,66114828
,,13,195,23,W0,AF,3,,,,66114828
,B,15,181,22,-1,AF,0,,,,66114828
,,15,175,20,2,AF,3,,,,66114828
,,15,185,18,-3,AF,0,,,,66114828
,,15,175,21,-3,AF,0,,,,66114828
,,15,173,21,D0,AF,0,,,,66114828
,,16,164,24,D0,AF,2,,,,66114828
,B,17,213,6,3,AF,0,,ZG,,66114828
,,17,203,10,1,AF,2,,,,66114828
,,17,195,6,,AF,,,,,66114828
,,17,173,12,,AF,,,,,66114828
,,17,168,12,,AF,,,,,66114828
,B,18,212,18,-2,AF,4,FLIPS,,,66114828
,,18,212,10,-4,AF,3,,,,66114828
,,18,199,11,W0,AF,0,,,,66114828
,,18,182,18,2,AF,5,,,,66114828
,,18,181,20,-3,AF,3,,,,66114828
,,18,180,30,-8,AF,,,,,66114828
8/2/2025,F,8,212,6,,AF,,,ZG,,66114828
,,8,200,13,-3,AF,0,,,,66114828
,,8,192,14,-3,AF,0,,,,66114828
,,8,189,14,-1,AF,0,FLOP CLIFFHANGER,,,66114828
,,8,186,16,-2,AF,1,,,,66114828
,,8,178,9,,AF,,,,,66114828
,,8,171,22,-2,AF,4,,,,66114828
,B,9,213,5,,AF,,,,,66114828
,,9,210,11,-1,AF,4,,,,66114828
,,10,196,10,3,AF,4,,,,66114828
,,10,175,20,-3,AB,0,,,,66114828
,,10,175,9,,AF,,,,,66114828
,,10,170,21,D0,AF,2,,,,66114828
,,10,166,22,1,AF,1,,,,66114828
,,10,163,18,,AF,,,,,66114828
,B,11,211,6,,AF,,,,,66114828
,,11,200,6,,AF,,,,,66114828
,,11,201,12,,AF,,,,,66114828
,,11,188,15,1,AF,0,,ZG,,66114828
,,11,188,15,-1,,0,,,,66114828
,,11,185,18,-3,,3,,,,66114828
,,11,168,22,1,,4,,,,66114828
,,11,167,22,2,,,,,,66114828
,,12,163,22,2,,2,,,,66114828
,,12,153,,,,,,,,66114828
,B,12,200,15,-5,AF,0,,,,66114828
,,12,211,4,2,AF,0,,,,66114828
,,12,201,9,W0,AF,0,,,,66114828
,,12,201,6,3,AF,0,,,,66114828
,,12,167,22,W0,AF,1,,,,66114828
,B,13,195,10,,AB,,,,,66114828
,,13,213,7,W0,,3,,,,66114828
,,13,171,22,-3,AF,0,SPIN FLOP,,,66114828
,,13,197,10,1,AF,1,,,,66114828
,,13,194,13,-2,AF,2,,,,66114828
,,13,189,15,W0,AF,3,CHARLIE,,,66114828
,,13,184,16,-3,AF,0,,,,66114828
,,13,213,14,-1,AB,,BACKFLIPS,,,66114828
,,13,172,21,-1,AF,1,,,,66114828
,,13,168,23,-2,BF,,,,,66114828
,B,15,198,13,0,AF,0,,MS,NB,66114828
,,15,194,13,-1,AF,0,,,,66114828
,,15,183,16,3,AF,2,,,,66114828
,,15,178,20,-2,AF,0,,,,66114828
,,15,204,11,1,AF,2,,,,66114828
,,15,187,15,2,AF,0,,,,66114828
,,15,183,15,2,AF,0,,,,66114828
,,15,169,22,,AF,,,,,66114828
,B,16,213,10,-3,AF,P,,,,66114828
,,16,168,23,1,AF,0,,,,66114828
,B,17,190,18,-2,AF,0,,TL,MS,66114828
,,17,182,17,-1,AF,0,,,,66114828
,,17,177,19,-3,AF,P,,,,66114828
,,17,177,6,,AF,,,,,66114828
,,17,179,17,0,AF,0,,,,66114828
,,17,181,17,-1,AF,0,,,,66114828
,,17,178,17,-1,AF,0,,TL,MS,66114828
,,17,188,6,,AF,,,,,66114828
,,17,186,6,,AF,,,,,66114828
,,17,188,15,-1,AF,0,,,,66114828
,,17,185,16,-3,AF,0,,,,66114828
,,17,183,6,,AF,,,,,66114828
,,17,188,16,-2,AF,0,FLOP,,,66114828
,B,19,213,8,0,AF,2,,,,66114828
,,19,199,14,-3,AF,4,,,,66114828
,,19,189,15,0,AF,2,,,,66114828
,,19,184,16,0,AF,2,,,,66114828
,,19,177,18,0,AF,2,,,,66114828
,,19,153,29,-3,,0,,,,66114828
8/3/2025,F,8,205,14,-2,AF,1,,ZG,MS,66114828
,,8,194,14,-3,AF,1,,,,66114828
,,8,179,6,,AF,,,,,66114828
,B,8,182,6,,AF,,,,,66114828
,B,9,182,19,0,AF,1,,,,66114828
,,9,178,19,-2,AF,0,,,,66114828
,B,10,213,6,3,AF,0,,,,66114828
,,10,194,13,-3,AF,0,,,,66114828
,,10,192,12,1,AF,1,,,,66114828
,,10,185,17,-4,AF,0,,,,66114828
,,10,184,6,,AF,,,,,66114828
,,10,200,6,,BF,,,,,66114828
,,10,173,6,,AF,,,,,66114828
,,11,167,15,,AF,,,,,66114828
,B,11,214,5,1,AF,1,,,,66114828
,,11,180,14,1,AF,0,,,,66114828
,,11,169,6,,BF,,DEADMAN,,,66114828
,B,12,187,19,-5,AF,0,,,,66114828
,,12,183,15,0,AF,0,SPINS,,,66114828
,,12,173,19,2,AF,0,,,,66114828
,,12,163,26,,BF,,,,,66114828
,B,13,197,15,-1,AF,2,,MS,MAS,66114828
,,13,189,15,0,AF,0,,,,66114828
,B,14,212,11,,BF,,,ZG,MAS,66114828
,B,14,213,2,0,AF,0,,,,66114828
,,14,199,11,-2,AF,0,,ZG,MAS,66114828
,B,15,185,6,,BF,,,,,66114828
,B,16,189,18,-1,AF,0,FLOP SPINS,,,66114828
,,16,171,20,-2,AF,0,,,,66114828
,,16,178,19,-3,AF,1,STRAIGHTDOWN,,,66114828
,B,17,181,22,-1,AF,0,CLIFFHANG,,,66114828
,,17,174,20,0,AF,0,,,,66114828
,,17,171,22,-1,,0,,,,66114828
,B,18,204,13,-1,AF,0,,,,66114828
,,18,200,6,4,AF,,,,,66114828
,,18,173,20,,AF,,,,,66114828
8/4/2025,N,11,203,8,5,AF,2,,ZG,NB,66124828
,B,12,210,7,6,AF,0,STRAIGHTDOWN,ZG,NB,66124828
,,12,198,9,5,AF,0,,,,66124828
,,12,193,14,3,AF,0,,,,66124828
,,12,191,17,3,AF,2,,,,66124828
,,12,186,26,2,BF,2,CHARLIE,,,66124828
,,12,189,21,-1,AF,0,,ZG,NB,66124828
,B,12,214,12,1,AF,2,,,,66124828
,,13,198,18,-1,AF,1,,ZG,JA,66124828
,B,13,211,14,0,AF,0,FLOP,,,66124828
,,13,218,9,1,AF,2,,,,66124828
,,13,206,14,2,AF,4,,,,66124828
,,13,206,14,0,AF,1,SHORT,,,66124828
,,13,201,16,1,AF,2,,,,66124828
,,14,196,18,0,AF,1,,,,66124828
,,14,181,24,-2,AF,0,,,,66124828
,,14,178,23,0,AF,0,,,,66124828
,,14,171,21,4,,0,,,,66124828
,,14,174,26,1,AF,2,SPINS,,,66124828
,B,15,216,6,11,AF,,,,,66124828
,,15,196,6,,AF,,,,,66124828
,,15,182,24,-4,AF,0,STRAIGHTDOWN,,,66124828
,,15,175,25,0,AF,0,,,,66124828
,B,16,195,22,,AF,,,,,66124828
8/5/2025,F,9,194,24,-5,AF,0,,,,66124828
,,9,192,16,,,,,,,66124828
,,9,208,15,0,AF,3,,,,66124828
,,10,202,17,-3,AF,0,,,,66124828
,,10,200,6,,AF,,,,,66124828
,,10,172,26,-2,AF,0,,,,66124828
,,10,166,29,-1,AF,3,,,,66124828
,B,11,172,12,,AF,,,ZS,JA,66124828
,,11,198,17,-3,AF,0,,,,66124828
,,11,218,12,-6,AF,0,,,,66124828
,,11,216,10,-2,AF,1,,,,66124828
,,11,192,20,-3,AF,1,,,,66124828
,,11,175,25,,AF,,,,,66124828
,B,12,195,12,,BF,,,ZS,RD,66124828
,,12,198,17,-1,AF,1,,,,66124828
,,12,186,21,-1,AF,0,,,,66124828
,,12,176,26,-3,AF,1,,,,66124828
